trial_type,arrow_1,arrow_2,corrAns,jitter,run_end_fixation,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,randomized TrialOrder,key_response.keys,key_response.corr,key_response.rt,trial_t.routineEndVal,ss_delay,iti_duration,SOA,participant,prac_or_scan,handedness,run,date,expName,psychopyVersion,frameRate,
go,sst_images/Left_Arrow.bmp,None,1,724,None,0,0,0,0,9,1,1,0.5510054850019515,go,0.05,0.724,1.724,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Right_Arrow.bmp,None,2,842,None,0,1,1,1,,2,1,0.38846520899096504,go,0.05,0.842,1.842,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Right_Arrow.bmp,None,2,709,None,0,2,2,2,,2,1,0.4384914769907482,go,0.05,0.709,1.709,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
stop,sst_images/Right_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,705,None,0,3,3,3,,None,1,,stop,0.1,0.705,1.705,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Left_Arrow.bmp,None,1,937,None,0,4,4,4,,1,1,0.45078504300909117,go,0.1,0.937,1.937,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Left_Arrow.bmp,None,1,840,None,0,5,5,5,,1,1,0.404829528008122,go,0.1,0.84,1.8399999999999999,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Right_Arrow.bmp,None,2,760,None,0,6,6,6,,2,1,0.3885435360134579,go,0.1,0.76,1.76,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Left_Arrow.bmp,None,1,958,None,0,7,7,7,,1,1,0.3705524819670245,go,0.1,0.958,1.958,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
stop,sst_images/Left_Arrow.bmp,sst_images/Stop_Arrow.bmp,none,1218,None,0,8,8,8,,None,1,,stop,0.15000000000000002,1.218,2.218,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
go,sst_images/Right_Arrow.bmp,None,2,937,None,0,9,9,9,,2,1,0.4215694399899803,go,0.15000000000000002,0.937,1.937,028,Scanner,R,1,2019_Sep_01_1312,SST,3.0.7,60.46574416470866,
